ano;produto;num_operacoes;valor
2021;sorgo;1448;359678493.51
2021;tomate;3168;312021570.08
2021;mandioca (aipim, macaxeira);2885;307768496.05
2021;maçã;1724;289215938.50
2021;banana;1929;220795715.95
2021;aveia;3117;212981590.18
2021;fumo;18869;192688735.24
2021;capim;371;158803390.23
2021;manga;692;121537260.52
2021;cevada;996;113122845.54
2021;flores;238;112255829.35
2021;seringueira;505;103651696.84
2021;limão;698;91127848.28
2021;cenoura;329;86742891.69
2021;morango;1495;82315002.57
2021;tangerina;884;76580536.06
2021;mamão;174;75960685.24
2021;abacaxi;753;75171905.74
2021;pêssego;1253;58988982.76
2021;canola;840;51850289.20
2021;melancia;454;49746702.03
2021;alface;841;45685957.89
2021;plantas ornamentais;344;43676463.03
2021;beterraba;679;43596221.32
2021;brócolos (brócolis);672;39603389.85
2021;cacau;788;38565677.33
2021;grama;84;33746124.57
2021;ameixa;768;32913584.24
2021;melão;100;30397652.16
2021;goiaba;302;28048560.88
2021;caqui;361;27059425.86
2021;coco;175;26145327.65
2021;erva-mate;572;25502243.97
2021;pimentão;756;24626627.07
2021;abacate;151;23690799.38
2021;pimenta-do-reino;403;23450686.44
2021;maracujá;555;23375826.02
2021;cogumelo;97;21471134.20
2021;dendê;23;18416200.85
2021;batata-doce;236;18247650.76
2021;mandioquinha (batata: baroa, salsa, aipo);386;18080068.70
2021;frutas diversas n. e.;52;17675632.62
2021;repolho;429;17613723.72
2021;inhame;505;16248076.22
2021;açaí;294;15616840.09
2021;pastagem;102;14519235.24
2021;abóbora-moranga;415;12208253.94
2021;gengibre;284;12104738.20
2021;couve-flor;334;9989807.43
2021;caju;200;9753242.80
2021;triticale;145;9631145.98
2021;cará;128;9453178.97
2021;gergelim;17;8792808.76
2021;hortaliças;102;8315221.67
2021;crisântemo;29;8296607.98
2021;cedro;1;8282232.30
2021;azevem;29;7416189.47
2021;milho silagem;91;7129820.78
2021;noz;36;6640143.22
2021;chuchu;182;6579022.12
2021;pupunha;48;5983048.18
2021;pepino;293;5299918.57
2021;carnaúba;35;4493765.63
2021;oliva (azeitona);14;4114387.48
2021;quiabo;178;4010503.23
2021;urucum;41;3781353.60
2021;pera;59;3617386.10
2021;atemoia;23;3581947.88
2021;girassol;20;3523202.47
2021;rúcula;50;3397006.70
2021;alfafa;64;2755789.28
2021;açafrão;18;2531962.92
2021;nectarina;108;2502103.00
2021;painço;18;2310754.58
2021;couve;74;2270554.80
2021;acerola;39;2261643.73
2021;alho poró;47;2132904.48
2021;berinjela;75;2091635.65
2021;milheto;12;2074180.62
2021;madeira;16;1901835.00
2021;figo;46;1625765.81
2021;coco-da-baia;7;1603534.00
2021;lichia (lechia);13;1505982.82
2021;aroeira (pimenta-rosa);4;1492858.99
2021;salsa;58;1431298.19
2021;pitaya;18;1333375.65
2021;alcachofra;16;1285465.33
2021;jiló;58;1238980.17
2021;ervas medicinais, aromáticas ou condimentares;8;1235801.52
2021;abobrinha;87;1230355.63
2021;palmeira;15;1117943.18
2021;pimenta;20;1027484.15
2021;cebolinha verde;46;945452.23
2021;amora;28;921721.09
2021;mirtilo;10;871350.91
2021;vime;43;856570.51
2021;vagem;41;845384.47
2021;graviola;14;830486.76
2021;pinha (ata, fruta-do-conde, anona);18;792099.96
2021;quiuí (kiwi);20;720077.73
2021;guaraná;5;596353.71
2021;ervilha;3;595675.23
2021;agrião;11;566334.34
2021;bucha vegetal;7;459176.57
2021;linho;7;451601.66
2021;coentro;12;408951.73
2021;framboesa;8;378614.14
2021;guariroba;4;289807.35
2021;agave (sisal);3;259260.00
2021;lúpulo;1;246379.22
2021;porongo (cuia,cabaça);9;186020.00
2021;florestamento e reflorestamento;5;176051.00
2021;jabuticaba;2;130140.96
2021;centeio;3;118783.51
2021;lima;3;114199.69
2021;ervilhaca - raliça, vicia sativa;1;108450.00
2021;carambola;3;107521.11
2021;palma;2;107331.20
2021;romã;1;94179.87
2021;castanha-do-brasil;7;85424.33
2021;rabanete;3;73203.42
2021;erva cidreira (melissa);1;61593.94
2021;nespera;1;50098.68
2021;maxixe;1;40000.00
2021;cupuaçu;1;38250.00
2021;tanino;3;36862.00
2021;citronela (cymbopogon nardus);1;31920.50
2021;cravo-da-índia;2;25515.25
2021;cravo;1;19999.74
2021;manjericão;1;19721.14
2021;espinafre;2;15338.08
2021;chicoria;1;6580.12
2022;soja;187250;69642092214.45
2022;milho;145606;26614538529.39
2022;café;60415;10611508046.95
2022;trigo;59815;6253770442.15
2022;cana-de-açucar;7469;4348688022.77
2022;arroz;6777;2776926919.67
2022;algodão;562;2295274039.45
2022;laranja;2934;1359225388.94
2022;feijão;8451;1066952295.67
2022;alho;1071;823893894.25
2022;batata-inglesa;1001;708615129.18
2022;cebola;5268;594099068.64
2022;uva;5417;550649022.51
2022;sorgo;1880;519340492.45
2022;mandioca (aipim, macaxeira);3242;467896822.21
2022;amendoim;608;463508706.11
2022;maçã;1888;395752570.57
2022;tomate;3100;393341854.71
2022;banana;2060;343135065.84
2022;aveia;3311;308332957.82
2022;capim;374;217817050.89
2022;cevada;1013;210004562.42
2022;manga;736;198436508.58
2022;flores;239;169291221.51
2022;limão;693;126701012.89
2022;seringueira;502;120937653.48
2022;fumo;4903;115846208.19
2022;canola;1089;110437666.66
2022;cenoura;382;103001641.42
2022;morango;1532;102581689.81
2022;tangerina;923;96206967.87
2022;abacaxi;785;83567830.48
2022;pêssego;1424;76849848.76
2022;mamão;162;71037384.01
2022;melancia;549;70585707.59
2022;plantas ornamentais;341;67926724.31
2022;beterraba;915;55033245.19
2022;alface;713;54866677.40
2022;milho silagem;946;51087877.09
2022;brócolos (brócolis);613;49244329.13
2022;ameixa;833;44340369.58
2022;erva-mate;781;41663002.35
2022;grama;114;41127403.86
2022;cogumelo;119;39878241.60
2022;pimenta-do-reino;582;37908067.46
2022;cacau;549;36451143.81
2022;goiaba;300;35682208.73
2022;abacate;191;35642483.24
2022;pimentão;731;30529963.60
2022;coco;193;30413382.99
2022;maracujá;561;29871181.78
2022;caqui;386;27838334.67
2022;triticale;240;27104596.70
2022;abóbora-moranga;660;26378052.14
2022;repolho;472;23642321.38
2022;mandioquinha (batata: baroa, salsa, aipo);413;23635144.34
2022;pastagem;163;21793025.99
2022;frutas diversas n. e.;57;21208018.70
2022;melão;103;18266948.61
2022;batata-doce;198;17909529.19
2022;inhame;388;17010605.74
2022;caju;207;16490738.12
2022;gengibre;276;15871139.55
2022;hortaliças;199;13512066.46
2022;gergelim;24;13225411.38
2022;couve-flor;319;12667790.79
2022;pupunha;53;11585978.49
2022;noz;60;10764988.11
2022;açaí;257;10196642.22
2022;dendê;16;10070777.55
2022;madeira;25;9354648.68
2022;cará;112;8887645.68
2022;chuchu;184;7946363.84
2022;girassol;25;6745638.14
2022;carnaúba;32;6190326.61
2022;crisântemo;19;5708045.57
2022;pepino;253;5431974.21
2022;azevem;23;4766840.98
2022;pera;63;4702531.18
2022;urucum;60;4539496.48
2022;atemoia;29;4128398.75
2022;oliva (azeitona);17;4121648.78
2022;quiabo;141;3899750.59
2022;rúcula;44;3898416.51
2022;nectarina;123;3635652.58
2022;alfafa;91;3559281.78
2022;milheto;9;3016166.80
2022;acerola;40;2680377.24
2022;graviola;16;2532809.17
2022;palmeira;21;2523366.84
2022;lichia (lechia);9;2432763.08
2022;aroeira (pimenta-rosa);3;2400276.41
2022;couve;59;2334422.70
2022;alho poró;50;2267043.79
2022;berinjela;60;2037281.56
2022;abobrinha;70;1934280.30
2022;pitaya;30;1900966.74
2022;jiló;59;1843247.30
2022;mamona;9;1782612.47
2022;amora;46;1596389.64
2022;lima;4;1575568.82
2022;porongo (cuia,cabaça);74;1531699.17
2022;painço;18;1421897.19
2022;coco-da-baia;4;1410000.00
2022;salsa;36;1392169.81
2022;ervas medicinais, aromáticas ou condimentares;6;1234452.80
2022;coentro;21;1163145.71
2022;figo;37;1146071.08
2022;centeio;4;1043937.00
2022;linho;6;1019166.61
2022;vagem;35;1011395.17
2022;quiuí (kiwi);22;996996.40
2022;alcachofra;12;962187.34
2022;mirtilo;12;942925.20
2022;cebolinha verde;37;935841.94
2022;palma;4;832194.32
2022;pimenta;15;722090.02
2022;vime;28;635402.41
2022;agrião;7;593886.54
2022;açafrão;5;534760.13
2022;florestamento e reflorestamento;15;525592.00
2022;bucha vegetal;9;514591.14
2022;guariroba;3;412486.94
2022;pinha (ata, fruta-do-conde, anona);12;395198.48
2022;framboesa;11;377728.47
2022;linhaça;4;377520.00
2022;cajá;1;311814.42
2022;ervilhaca - raliça, vicia sativa;1;310000.00
2022;cupuaçu;5;228257.87
2022;agave (sisal);3;200223.88
2022;jaca;2;174292.66
2022;guaraná;5;161000.00
2022;jabuticaba;2;136308.54
2022;espinafre;6;125340.12
2022;aipo;1;119938.31
2022;romã;1;107229.76
2022;rabanete;2;86446.17
2022;citronela (cymbopogon nardus);1;74578.86
2022;acelga;2;44166.79
2022;cravo;1;19999.74
2022;camapu (physalis);1;16775.36
2022;chicoria;1;16330.40
2023;soja;186887;69894947053.48
2023;milho;125502;25023550646.10
2023;café;66398;11509542737.75
2023;trigo;60664;6454373554.90
2023;cana-de-açucar;7339;5825674809.58
2023;algodão;575;3481153952.53
2023;arroz;7414;2962471241.29
2023;feijão;8479;1421892609.94
2023;laranja;2976;1342026529.43
2023;alho;1040;1024770326.64
2023;batata-inglesa;1178;908700322.37
2023;cebola;5957;767522560.31
2023;uva;5645;632394521.87
2023;amendoim;743;602751085.92
2023;mandioca (aipim, macaxeira);3346;566222277.17
2023;tomate;3675;501723954.56
2023;maçã;2076;498874787.46
2023;sorgo;1765;495339728.92
2023;banana;2352;432533399.38
2023;capim;493;321789768.00
2023;aveia;2896;275543171.10
2023;manga;813;208628849.44
2023;cevada;1169;191322086.29
2023;flores;260;174035295.04
2023;limão;747;164045983.59
2023;canola;1292;150527397.29
2023;morango;1858;137720444.58
2023;seringueira;495;133146881.20
2023;cenoura;453;132457271.34
2023;mamão;217;125342178.10
2023;dendê;30;114421742.06
2023;fumo;4120;110809841.75
2023;gergelim;93;109154756.15
2023;tangerina;944;104057995.24
2023;abacaxi;801;98738975.01
2023;plantas ornamentais;437;95420239.91
2023;pêssego;1391;82796328.06
2023;grama;127;76035213.63
2023;melancia;546;74383938.39
2023;brócolos (brócolis);751;69037811.63
2023;beterraba;812;66659900.39
2023;milho silagem;1556;64859273.16
2023;abacate;261;62664955.50
2023;alface;836;60497338.79
2023;erva-mate;998;51874554.36
2023;cogumelo;127;51654168.92
2023;coco;233;49859303.95
2023;cacau;551;47776698.61
2023;pimenta-do-reino;511;47578158.48
2023;goiaba;350;45922235.18
2023;ameixa;814;45539960.96
2023;maracujá;647;40514897.05
2023;abóbora-moranga;910;40188421.44
2023;pimentão;821;38258131.48
2023;caqui;382;31562133.49
2023;batata-doce;249;30279622.72
2023;pastagem;214;28832605.74
2023;repolho;458;28090530.90
2023;mandioquinha (batata: baroa, salsa, aipo);370;23821398.67
2023;triticale;218;23344933.97
2023;inhame;399;23009006.63
2023;milheto;68;22749781.78
2023;girassol;52;21543919.50
2023;caju;237;17265714.17
2023;gengibre;262;16580034.57
2023;azevem;39;14901121.37
2023;hortaliças;166;14835825.88
2023;frutas diversas n. e.;40;14745436.94
2023;couve-flor;356;13731782.26
2023;noz;71;13380921.84
2023;açaí;128;13327351.59
2023;madeira;42;12546409.29
2023;melão;104;11155124.65
2023;cará;111;9481394.06
2023;pepino;323;8586756.91
2023;chuchu;180;8136759.49
2023;pupunha;53;7875287.24
2023;carnaúba;29;6285233.74
2023;rúcula;47;6176430.13
2023;crisântemo;23;5738031.75
2023;atemoia;35;5178656.99
2023;quiabo;156;4962010.11
2023;florestamento e reflorestamento;31;4893705.05
2023;mamona;9;4891737.28
2023;alho poró;66;4641639.80
2023;pitaya;51;4556464.19
2023;acerola;44;4254208.22
2023;palmeira;21;4190080.38
2023;nectarina;122;3708500.61
2023;pera;55;3570202.74
2023;oliva (azeitona);16;3369216.49
2023;amora;105;3145413.44
2023;urucum;53;3017883.98
2023;alfafa;81;2713540.59
2023;porongo (cuia,cabaça);129;2658231.37
2023;salsa;57;2608069.63
2023;figo;40;2251049.29
2023;lichia (lechia);12;2057954.00
2023;couve;55;2045813.51
2023;aroeira (pimenta-rosa);2;2037713.20
2023;berinjela;54;2009800.19
2023;graviola;18;1789727.74
2023;quiuí (kiwi);30;1704633.84
2023;pinha (ata, fruta-do-conde, anona);18;1662728.91
2023;abobrinha;68;1652244.26
2023;painço;15;1530090.97
2023;coco-da-baia;6;1521018.84
2023;lima;4;1517711.19
2023;jiló;46;1473515.09
2023;mirtilo;15;1380264.46
2023;açafrão;11;1281660.45
2023;vagem;29;889006.04
2023;framboesa;18;825655.91
2023;palma;4;779848.50
2023;tanino;1;749999.99
2023;citronela (cymbopogon nardus);7;712769.44
2023;pimenta;11;646582.58
2023;cebolinha verde;28;610275.64
2023;lúpulo;4;577865.25
2023;agrião;11;533532.92
2023;ervilha;1;527916.79
2023;linho;5;458878.77
2023;alcachofra;8;396547.15
2023;vime;17;355097.40
2023;cajá;1;311814.42
2023;bucha vegetal;8;290008.37
2023;guariroba;2;258805.23
2023;jabuticaba;1;256918.20
2023;ervas medicinais, aromáticas ou condimentares;4;245314.00
2023;linhaça;3;232320.00
2023;coentro;11;218359.30
2023;guaraná;8;181614.44
2023;manjericão;1;100000.00
2023;ervilhaca - raliça, vicia sativa;1;94500.00
2023;agave (sisal);2;83335.08
2023;taperebá;1;80116.25
2023;erva cidreira (melissa);3;79311.00
2023;trigo sarraceno/mourisco;1;77826.00
2023;espinafre;2;72512.69
2023;cupuaçu;4;70720.32
2023;nespera;1;63000.00
2023;nabo;1;59740.00
2023;jaca;1;52282.88
2023;castanha-do-brasil;1;39085.65
2023;hortelã;1;25300.00
2023;centeio;1;7686.40
2023;rabanete;1;3000.00
2024;soja;23770;18760881575.60
2024;milho;27297;4813704296.15
2024;trigo;37695;3383278843.10
2024;café;11381;1520410139.82
2024;cana-de-açucar;2005;1296032432.49
2024;feijão;4803;674871692.12
2024;cebola;3296;485454678.69
2024;arroz;679;463631782.75
2024;laranja;649;462967508.82
2024;alho;469;341324203.00
2024;batata-inglesa;338;296605540.56
2024;aveia;2393;219734163.17
2024;canola;1747;176023431.63
2024;algodão;56;174703287.38
2024;banana;810;147717922.34
2024;uva;841;142571911.53
2024;mandioca (aipim, macaxeira);932;140147380.32
2024;tomate;1186;130113058.23
2024;sorgo;521;116824649.27
2024;cevada;710;113869548.13
2024;morango;983;69749569.06
2024;mamão;104;65313729.14
2024;amendoim;95;64919373.46
2024;capim;114;61505373.18
2024;manga;254;59863315.18
2024;cenoura;216;53083161.01
2024;fumo;1381;46951531.09
2024;abacaxi;376;46357338.53
2024;limão;274;41545510.68
2024;pêssego;511;33119875.43
2024;flores;95;28719557.03
2024;maçã;128;27676991.89
2024;brócolos (brócolis);310;26018399.13
2024;plantas ornamentais;161;24276632.61
2024;seringueira;107;22461275.06
2024;cacau;274;21447299.05
2024;alface;347;21413090.19
2024;gergelim;39;21053297.41
2024;grama;52;20967445.81
2024;ameixa;257;17975258.43
2024;tangerina;221;17570165.79
2024;pimentão;314;17529117.95
2024;pimenta-do-reino;156;16982723.97
2024;goiaba;111;16717861.36
2024;maracujá;213;15042593.44
2024;beterraba;189;15032029.81
2024;coco;78;13367718.14
2024;erva-mate;203;13179186.63
2024;pastagem;90;13102309.10
2024;melancia;67;12506934.59
2024;dendê;12;11599714.34
2024;repolho;152;9878045.33
2024;cogumelo;23;9569703.99
2024;abacate;55;9458609.48
2024;abóbora-moranga;196;9439938.84
2024;triticale;100;8260887.31
2024;inhame;136;8083961.92
2024;melão;33;7967449.71
2024;batata-doce;65;7651263.51
2024;caju;113;7287582.01
2024;mandioquinha (batata: baroa, salsa, aipo);90;6769173.83
2024;couve-flor;159;6456459.20
2024;alfafa;39;5823083.23
2024;azevem;19;5551455.61
2024;gengibre;102;4807414.38
2024;milheto;19;4557207.87
2024;milho silagem;79;4403116.15
2024;pepino;142;4250905.13
2024;hortaliças;51;3916483.65
2024;açaí;70;3621132.10
2024;noz;5;3544262.13
2024;girassol;14;3386287.94
2024;alho poró;33;3043112.99
2024;florestamento e reflorestamento;7;2911217.68
2024;cará;45;2857554.49
2024;chuchu;62;2841149.09
2024;quiabo;77;2517718.94
2024;acerola;15;2371362.78
2024;lichia (lechia);5;1714952.00
2024;carnaúba;13;1648709.55
2024;oliva (azeitona);4;1581668.17
2024;crisântemo;12;1569790.15
2024;urucum;15;1449912.82
2024;graviola;7;1382900.46
2024;mamona;3;1369901.31
2024;caqui;31;1230047.06
2024;atemoia;7;1219986.94
2024;linho;6;1087869.65
2024;amora;29;1035839.12
2024;mostarda;1;1018095.00
2024;abobrinha;26;995076.08
2024;madeira;10;949874.30
2024;pupunha;20;948749.63
2024;pinha (ata, fruta-do-conde, anona);9;915094.42
2024;salsa;20;813205.37
2024;nectarina;27;795686.97
2024;pera;11;759147.98
2024;palmeira;6;755238.30
2024;rúcula;11;752563.97
2024;palma;2;706029.29
2024;pimenta;6;690101.23
2024;frutas diversas n. e.;9;685276.14
2024;couve;21;671802.48
2024;mirtilo;9;646562.23
2024;cebolinha verde;21;632927.44
2024;berinjela;19;566900.59
2024;ervilhaca - raliça, vicia sativa;3;548480.01
2024;jiló;20;524564.68
2024;açafrão;4;521607.77
2024;coentro;10;518621.98
2024;guaraná;9;510429.17
2024;vagem;17;455972.39
2024;pitaya;11;444579.61
2024;linhaça;4;430518.00
2024;centeio;5;381518.30
2024;trigo silagem;13;360862.60
2024;agave (sisal);2;302459.94
2024;agrião;5;272579.64
2024;coco-da-baia;2;270000.00
2024;figo;5;233938.62
2024;manjericão;1;200000.00
2024;guariroba;1;185669.83
2024;painço;1;180933.48
2024;citronela (cymbopogon nardus);1;175000.00
2024;aipo;1;150000.00
2024;framboesa;3;105752.11
2024;porongo (cuia,cabaça);2;101495.00
2024;alcachofra;2;95053.57
2024;taperebá;1;87000.04
2024;lúpulo;2;71709.26
2024;rabanete;2;55100.00
2024;erva cidreira (melissa);1;54000.00
2024;ervas medicinais, aromáticas ou condimentares;1;40228.00
2024;vime;1;35152.50
2024;quiuí (kiwi);1;33500.00
2024;aroeira (pimenta-rosa);1;21299.98
